order_id,date,product_name,category,region,quantity,unit_price,discount_pct,revenue,customer_id
ORD10307,2023-02-19,Smart Watch,Electronics,East,8,249.99,25,1499.94,CUST9793
ORD10308,2023-01-09,LEGO Set,Toys,East,7,49.99,0,349.93,CUST6992
ORD10309,2024-02-17,Coffee Maker,Home & Garden,Central,7,49.99,0,349.93,CUST4189
ORD10310,2024-01-07,Fiction Bestseller,Books,Central,2,14.99,20,23.98,CUST8378
ORD10311,2024-07-17,LED Lamp,Home & Garden,South,10,39.99,0,399.9,CUST2584
ORD10312,2024-02-08,Garden Hose,Home & Garden,South,9,34.99,15,267.67,CUST4261
ORD10313,2024-09-08,History Atlas,Books,North,9,29.99,0,269.91,CUST1637
ORD10314,2023-05-21,Lip Palette,Beauty,South,8,19.99,25,119.94,CUST9446
ORD10315,2023-05-24,LED Lamp,Home & Garden,West,6,39.99,0,239.94,CUST5902
ORD10316,2024-08-30,LED Lamp,Home & Garden,Central,9,39.99,25,269.93,CUST5911
ORD10317,2024-05-01,LEGO Set,Toys,North,6,49.99,15,254.95,CUST7824
ORD10318,2024-08-20,Storage Bin,Home & Garden,East,1,14.99,25,11.24,CUST4728
ORD10319,2023-02-22,History Atlas,Books,South,3,29.99,20,71.98,CUST4968
ORD10320,2023-02-02,Self Help,Books,North,2,19.99,5,37.98,CUST8225
ORD10321,2023-11-18,Dumbbell Set,Sports,West,7,59.99,5,398.93,CUST9221
ORD10322,2024-09-18,Jump Rope,Sports,Central,1,12.99,0,12.99,CUST4397
ORD10323,2024-07-28,Storage Bin,Home & Garden,East,8,14.99,20,95.94,CUST3837
ORD10324,2024-04-15,Fiction Bestseller,Books,East,9,14.99,15,114.67,CUST8932
ORD10325,2023-07-16,Casual T-Shirt,Clothing,South,9,19.99,10,161.92,CUST5876
ORD10326,2023-10-23,Hair Serum,Beauty,West,8,24.99,15,169.93,CUST6714
ORD10327,2024-07-27,Remote Car,Toys,North,5,39.99,10,179.96,CUST9899
ORD10328,2024-01-24,Resistance Bands,Sports,North,3,19.99,10,53.97,CUST5712
ORD10329,2023-03-22,Throw Pillow,Home & Garden,South,5,24.99,25,93.71,CUST4310
ORD10330,2024-07-05,LED Lamp,Home & Garden,North,5,39.99,0,199.95,CUST4920
ORD10331,2023-09-06,Webcam HD,Electronics,South,9,59.99,5,512.91,CUST1860
ORD10332,2023-04-13,Resistance Bands,Sports,South,8,19.99,0,159.92,CUST1084
ORD10333,2024-07-17,Jeans Classic,Clothing,South,8,49.99,25,299.94,CUST5706
ORD10334,2023-11-25,Storage Bin,Home & Garden,Central,1,14.99,0,14.99,CUST4804
ORD10335,2024-07-01,Nail Kit,Beauty,West,1,12.99,0,12.99,CUST3880
ORD10336,2023-02-07,Stuffed Bear,Toys,East,8,14.99,0,119.92,CUST1613
ORD10337,2023-01-10,LED Lamp,Home & Garden,East,10,39.99,0,399.9,CUST5662
ORD10338,2024-04-10,Perfume Set,Beauty,South,9,59.99,25,404.93,CUST9261
ORD10339,2024-04-24,Air Purifier,Home & Garden,South,2,119.99,15,203.98,CUST8518
ORD10340,2024-10-25,Storage Bin,Home & Garden,East,3,14.99,0,44.97,CUST5833
ORD10341,2024-08-04,Hair Serum,Beauty,West,3,24.99,20,59.98,CUST9442
ORD10342,2023-12-02,Tablet 10,Electronics,South,2,449.99,0,899.98,CUST8822
ORD10343,2023-11-28,Running Shoes,Clothing,South,5,89.99,20,359.96,CUST8319
ORD10344,2023-10-01,Garden Hose,Home & Garden,East,10,34.99,0,349.9,CUST6890
ORD10345,2024-12-10,Running Shoes,Clothing,East,2,89.99,25,134.98,CUST3616
ORD10346,2024-02-20,Perfume Set,Beauty,East,5,59.99,0,299.95,CUST7021
ORD10347,2024-09-21,Winter Jacket,Clothing,South,3,129.99,25,292.48,CUST8454
ORD10348,2024-09-12,Throw Pillow,Home & Garden,Central,9,24.99,25,168.68,CUST4578
ORD10349,2023-09-11,Perfume Set,Beauty,Central,2,59.99,25,89.98,CUST6927
ORD10350,2023-03-21,Python Deep Dive,Books,Central,1,39.99,5,37.99,CUST9792
ORD10351,2023-06-03,Casual T-Shirt,Clothing,North,9,19.99,25,134.93,CUST4365
ORD10352,2024-08-20,Yoga Mat,Sports,North,9,29.99,25,202.43,CUST8429
ORD10353,2023-05-16,History Atlas,Books,Central,8,29.99,0,239.92,CUST8575
ORD10354,2024-11-19,Action Figure,Toys,East,1,19.99,20,15.99,CUST1049
ORD10355,2023-08-12,Python Deep Dive,Books,East,1,39.99,20,31.99,CUST2044
ORD10356,2024-07-08,Laptop Pro,Electronics,East,8,999.99,0,7999.92,CUST7698
ORD10357,2023-07-04,Board Game,Toys,West,7,34.99,15,208.19,CUST8348
ORD10358,2024-01-22,Yoga Mat,Sports,East,9,29.99,0,269.91,CUST2943
ORD10359,2023-07-02,History Atlas,Books,South,9,29.99,0,269.91,CUST1056
ORD10360,2023-01-24,Throw Pillow,Home & Garden,Central,9,24.99,20,179.93,CUST7214
ORD10361,2023-08-24,Jeans Classic,Clothing,East,6,49.99,0,299.94,CUST4088
ORD10362,2023-04-26,Webcam HD,Electronics,South,7,59.99,0,419.93,CUST4376
ORD10363,2023-03-10,USB Hub,Electronics,Central,1,29.99,25,22.49,CUST1797
ORD10364,2023-09-08,Moisturizer SPF,Beauty,South,7,29.99,25,157.45,CUST9843
ORD10365,2023-08-11,LEGO Set,Toys,South,3,49.99,10,134.97,CUST6224
ORD10366,2024-08-14,Self Help,Books,East,6,19.99,5,113.94,CUST3347
ORD10367,2024-11-07,Data Science 101,Books,East,7,34.99,10,220.44,CUST1998
ORD10368,2024-07-24,Self Help,Books,Central,3,19.99,20,47.98,CUST9120
ORD10369,2023-02-18,Storage Bin,Home & Garden,West,7,14.99,15,89.19,CUST7688
ORD10370,2023-06-02,Throw Pillow,Home & Garden,South,3,24.99,25,56.23,CUST4692
ORD10371,2023-11-04,Remote Car,Toys,North,3,39.99,25,89.98,CUST7761
ORD10372,2024-03-02,Cook Book,Books,South,3,24.99,20,59.98,CUST5177
ORD10373,2023-07-28,Storage Bin,Home & Garden,East,2,14.99,25,22.48,CUST2514
ORD10374,2024-07-02,Hair Serum,Beauty,West,1,24.99,10,22.49,CUST1647
ORD10375,2023-03-16,Dress Formal,Clothing,West,9,79.99,5,683.91,CUST4422
ORD10376,2023-12-07,Coffee Maker,Home & Garden,North,4,49.99,5,189.96,CUST8846
ORD10377,2023-09-06,Perfume Set,Beauty,South,4,59.99,20,191.97,CUST6269
ORD10378,2023-10-17,Water Bottle,Sports,East,9,24.99,15,191.17,CUST5285
ORD10379,2024-01-04,History Atlas,Books,West,8,29.99,0,239.92,CUST6246
ORD10380,2023-07-28,Garden Hose,Home & Garden,Central,7,34.99,0,244.93,CUST4625
ORD10381,2023-05-30,Smart Watch,Electronics,East,9,249.99,20,1799.93,CUST3497
ORD10382,2023-07-20,Air Purifier,Home & Garden,West,7,119.99,5,797.93,CUST6530
ORD10383,2023-09-21,Stuffed Bear,Toys,South,8,14.99,25,89.94,CUST6770
ORD10384,2023-06-23,Sneakers,Clothing,South,9,69.99,25,472.43,CUST9882
ORD10385,2024-10-19,USB Hub,Electronics,North,1,29.99,0,29.99,CUST1104
ORD10386,2024-02-27,Sneakers,Clothing,South,4,69.99,0,279.96,CUST1149
ORD10387,2023-08-12,History Atlas,Books,Central,6,29.99,0,179.94,CUST8916
ORD10388,2024-11-06,Yoga Mat,Sports,North,1,29.99,20,23.99,CUST1274
ORD10389,2024-06-26,Lip Palette,Beauty,North,9,19.99,10,161.92,CUST9228
ORD10390,2024-12-15,Face Wash,Beauty,North,3,14.99,0,44.97,CUST9591
ORD10391,2023-06-02,Winter Jacket,Clothing,East,10,129.99,10,1169.91,CUST5379
ORD10392,2024-02-11,Smart Watch,Electronics,Central,7,249.99,25,1312.45,CUST4984
ORD10393,2024-12-14,Casual T-Shirt,Clothing,North,2,19.99,0,39.98,CUST7640
ORD10394,2024-01-24,Cycling Helmet,Sports,North,8,69.99,0,559.92,CUST3807
ORD10395,2023-03-26,Water Bottle,Sports,Central,6,24.99,0,149.94,CUST1697
ORD10396,2023-08-24,Sneakers,Clothing,East,10,69.99,25,524.92,CUST1762
ORD10397,2023-03-18,Lip Palette,Beauty,South,9,19.99,0,179.91,CUST6152
ORD10398,2023-01-17,Dress Formal,Clothing,North,3,79.99,20,191.98,CUST5903
ORD10399,2023-06-16,Data Science 101,Books,Central,10,34.99,20,279.92,CUST6435
ORD10400,2024-01-29,Remote Car,Toys,Central,3,39.99,0,119.97,CUST6666
ORD10401,2023-02-24,Tablet 10,Electronics,East,4,449.99,0,1799.96,CUST7499
ORD10402,2023-12-01,Webcam HD,Electronics,West,5,59.99,25,224.96,CUST4737
ORD10403,2023-12-31,History Atlas,Books,Central,7,29.99,0,209.93,CUST7227
ORD10404,2023-03-29,Puzzle 1000,Toys,North,5,24.99,5,118.7,CUST2344
ORD10405,2023-10-02,Jeans Classic,Clothing,East,3,49.99,20,119.98,CUST6909
ORD10406,2023-04-20,Laptop Pro,Electronics,East,5,999.99,25,3749.96,CUST5419
ORD10407,2023-04-15,Running Shoes,Clothing,West,3,89.99,20,215.98,CUST9395
ORD10408,2024-02-22,Laptop Pro,Electronics,Central,2,999.99,15,1699.98,CUST2524
ORD10409,2024-09-03,Fiction Bestseller,Books,East,7,14.99,0,104.93,CUST7779
ORD10410,2024-02-02,LEGO Set,Toys,Central,9,49.99,5,427.41,CUST9537
ORD10411,2023-06-23,Face Wash,Beauty,East,3,14.99,0,44.97,CUST5933
ORD10412,2023-10-02,Dumbbell Set,Sports,West,2,59.99,0,119.98,CUST5521
ORD10413,2024-03-07,Throw Pillow,Home & Garden,East,2,24.99,15,42.48,CUST5040
ORD10414,2024-10-02,Cycling Helmet,Sports,West,10,69.99,5,664.9,CUST2752
ORD10415,2023-05-19,Coffee Maker,Home & Garden,Central,7,49.99,15,297.44,CUST7224
ORD10416,2023-12-04,Resistance Bands,Sports,East,7,19.99,0,139.93,CUST6253
ORD10417,2024-09-09,Hair Serum,Beauty,South,8,24.99,15,169.93,CUST7524
ORD10418,2023-11-23,Storage Bin,Home & Garden,East,8,14.99,5,113.92,CUST7161
ORD10419,2023-10-15,Stuffed Bear,Toys,Central,6,14.99,0,89.94,CUST4273
ORD10420,2024-08-29,Data Science 101,Books,West,9,34.99,0,314.91,CUST4434
ORD10421,2024-03-24,Action Figure,Toys,West,2,19.99,20,31.98,CUST3280
ORD10422,2024-10-10,Air Purifier,Home & Garden,West,5,119.99,0,599.95,CUST7176
ORD10423,2023-03-17,Cycling Helmet,Sports,Central,8,69.99,20,447.94,CUST9300
ORD10424,2024-12-09,Cycling Helmet,Sports,Central,1,69.99,15,59.49,CUST2392
ORD10425,2023-04-22,Board Game,Toys,Central,6,34.99,0,209.94,CUST1725
ORD10426,2024-07-30,Nail Kit,Beauty,West,7,12.99,15,77.29,CUST2735
ORD10427,2023-01-11,Smart Watch,Electronics,West,4,249.99,5,949.96,CUST7129
ORD10428,2024-02-05,Jump Rope,Sports,East,10,12.99,0,129.9,CUST1402
ORD10429,2024-05-09,Smart Watch,Electronics,North,7,249.99,0,1749.93,CUST3321
ORD10430,2023-12-23,Garden Hose,Home & Garden,Central,8,34.99,5,265.92,CUST8912
ORD10431,2023-12-23,Yoga Mat,Sports,East,8,29.99,25,179.94,CUST2100
ORD10432,2023-11-04,Webcam HD,Electronics,East,2,59.99,0,119.98,CUST2791
ORD10433,2024-11-24,Board Game,Toys,Central,4,34.99,0,139.96,CUST3623
ORD10434,2023-12-05,History Atlas,Books,West,8,29.99,5,227.92,CUST4022
ORD10435,2023-07-10,Nail Kit,Beauty,North,7,12.99,20,72.74,CUST4232
ORD10436,2024-04-05,History Atlas,Books,South,7,29.99,0,209.93,CUST4371
ORD10437,2023-10-13,Remote Car,Toys,Central,2,39.99,0,79.98,CUST4063
ORD10438,2024-01-10,Air Purifier,Home & Garden,East,8,119.99,0,959.92,CUST9019
ORD10439,2024-06-24,Lip Palette,Beauty,Central,10,19.99,20,159.92,CUST7431
ORD10440,2024-08-24,Smart Watch,Electronics,Central,6,249.99,25,1124.95,CUST3826
ORD10441,2024-11-20,Lip Palette,Beauty,South,10,19.99,0,199.9,CUST6131
ORD10442,2023-05-01,Casual T-Shirt,Clothing,East,2,19.99,0,39.98,CUST3316
ORD10443,2024-06-07,Water Bottle,Sports,Central,10,24.99,0,249.9,CUST7286
ORD10444,2024-03-09,Jeans Classic,Clothing,Central,9,49.99,0,449.91,CUST3733
ORD10445,2024-05-16,Air Purifier,Home & Garden,West,3,119.99,15,305.97,CUST1878
ORD10446,2024-01-03,Tablet 10,Electronics,West,3,449.99,5,1282.47,CUST9281
ORD10447,2024-10-30,Water Bottle,Sports,West,8,24.99,20,159.94,CUST9006
ORD10448,2023-06-21,USB Hub,Electronics,East,1,29.99,5,28.49,CUST1535
ORD10449,2023-10-09,Dress Formal,Clothing,West,5,79.99,0,399.95,CUST9115
ORD10450,2024-07-16,Python Deep Dive,Books,East,10,39.99,0,399.9,CUST9898
ORD10451,2024-01-11,Python Deep Dive,Books,West,8,39.99,5,303.92,CUST2677
ORD10452,2024-10-31,Board Game,Toys,West,5,34.99,0,174.95,CUST5305
ORD10453,2023-12-23,LEGO Set,Toys,South,8,49.99,0,399.92,CUST4438
ORD10454,2024-08-25,Lip Palette,Beauty,South,10,19.99,20,159.92,CUST3281
ORD10455,2023-07-31,Board Game,Toys,Central,1,34.99,15,29.74,CUST5605
ORD10456,2024-09-03,Data Science 101,Books,East,6,34.99,10,188.95,CUST5380
ORD10457,2024-06-10,Moisturizer SPF,Beauty,North,3,29.99,20,71.98,CUST5543
ORD10458,2024-11-02,Sneakers,Clothing,South,3,69.99,5,199.47,CUST6277
ORD10459,2023-09-11,Remote Car,Toys,South,7,39.99,25,209.95,CUST5402
ORD10460,2024-10-04,Water Bottle,Sports,North,8,24.99,0,199.92,CUST7600
ORD10461,2024-06-11,Lip Palette,Beauty,West,6,19.99,25,89.95,CUST6362
ORD10462,2024-08-18,Webcam HD,Electronics,East,2,59.99,25,89.98,CUST2037
ORD10463,2024-07-01,Dumbbell Set,Sports,West,7,59.99,5,398.93,CUST5399
ORD10464,2023-11-27,Action Figure,Toys,Central,6,19.99,0,119.94,CUST8951
ORD10465,2023-12-18,Moisturizer SPF,Beauty,West,1,29.99,0,29.99,CUST1266
ORD10466,2023-05-08,Board Game,Toys,North,8,34.99,25,209.94,CUST8009
ORD10467,2023-07-27,Hair Serum,Beauty,East,5,24.99,0,124.95,CUST2529
ORD10468,2024-11-01,Garden Hose,Home & Garden,South,2,34.99,15,59.48,CUST1848
ORD10469,2024-02-10,Lip Palette,Beauty,North,4,19.99,20,63.97,CUST2559
ORD10470,2023-01-02,Jeans Classic,Clothing,Central,2,49.99,0,99.98,CUST4705
ORD10471,2024-06-15,Face Wash,Beauty,East,1,14.99,0,14.99,CUST2975
ORD10472,2024-03-08,Hair Serum,Beauty,South,8,24.99,0,199.92,CUST7276
ORD10473,2023-04-02,Moisturizer SPF,Beauty,East,2,29.99,15,50.98,CUST5902
ORD10474,2023-05-21,Dumbbell Set,Sports,Central,3,59.99,0,179.97,CUST1138
ORD10475,2024-09-16,Hair Serum,Beauty,South,8,24.99,15,169.93,CUST3480
ORD10476,2024-02-26,Self Help,Books,North,8,19.99,5,151.92,CUST2646
ORD10477,2023-05-24,LEGO Set,Toys,East,10,49.99,20,399.92,CUST8035
ORD10478,2023-11-19,Board Game,Toys,North,4,34.99,10,125.96,CUST5065
ORD10479,2024-07-20,Cook Book,Books,North,10,24.99,10,224.91,CUST5942
ORD10480,2023-07-30,Cook Book,Books,West,9,24.99,5,213.66,CUST5842
ORD10481,2024-10-23,Wireless Earbuds,Electronics,North,8,79.99,20,511.94,CUST4949
ORD10482,2024-05-26,Perfume Set,Beauty,East,2,59.99,0,119.98,CUST6185
ORD10483,2023-05-16,Cycling Helmet,Sports,Central,7,69.99,15,416.44,CUST3830
ORD10484,2024-04-27,LEGO Set,Toys,North,1,49.99,0,49.99,CUST5295
ORD10485,2023-08-09,Laptop Pro,Electronics,Central,7,999.99,10,6299.94,CUST7806
ORD10486,2024-03-09,Face Wash,Beauty,East,2,14.99,0,29.98,CUST2369
ORD10487,2023-11-14,USB Hub,Electronics,Central,4,29.99,0,119.96,CUST6353
ORD10488,2024-02-05,Self Help,Books,West,2,19.99,10,35.98,CUST4909
ORD10489,2023-03-01,Running Shoes,Clothing,West,7,89.99,0,629.93,CUST1901
ORD10490,2023-11-13,Nail Kit,Beauty,North,3,12.99,0,38.97,CUST3248
ORD10491,2024-12-19,Wireless Earbuds,Electronics,Central,8,79.99,15,543.93,CUST9474
ORD10492,2023-09-23,Casual T-Shirt,Clothing,North,3,19.99,10,53.97,CUST1480
ORD10493,2023-12-10,Stuffed Bear,Toys,East,5,14.99,0,74.95,CUST2262
ORD10494,2024-05-23,Cycling Helmet,Sports,West,6,69.99,0,419.94,CUST3734
ORD10495,2024-01-12,Casual T-Shirt,Clothing,South,2,19.99,0,39.98,CUST9336
ORD10496,2023-01-03,Laptop Pro,Electronics,West,4,999.99,0,3999.96,CUST6963
ORD10497,2024-01-28,Winter Jacket,Clothing,South,1,129.99,20,103.99,CUST6272
ORD10498,2023-09-12,Jump Rope,Sports,North,6,12.99,10,70.15,CUST7108
ORD10499,2023-05-03,Self Help,Books,South,1,19.99,0,19.99,CUST9450
ORD10500,2023-02-17,Yoga Mat,Sports,East,8,29.99,10,215.93,CUST6362
ORD10501,2023-03-30,History Atlas,Books,South,1,29.99,15,25.49,CUST5777
ORD10502,2024-07-31,Action Figure,Toys,West,10,19.99,5,189.9,CUST7033
ORD10503,2024-08-28,Dumbbell Set,Sports,South,9,59.99,5,512.91,CUST1104
ORD10504,2024-02-24,Wireless Earbuds,Electronics,North,9,79.99,15,611.92,CUST6488
ORD10505,2023-01-02,Remote Car,Toys,North,7,39.99,10,251.94,CUST4361
ORD10506,2024-06-26,Jeans Classic,Clothing,South,8,49.99,0,399.92,CUST5584
ORD10507,2023-04-06,Wireless Earbuds,Electronics,East,9,79.99,20,575.93,CUST8511
ORD10508,2023-03-28,Python Deep Dive,Books,West,9,39.99,0,359.91,CUST2226
ORD10509,2024-08-29,Python Deep Dive,Books,South,7,39.99,0,279.93,CUST5778
ORD10510,2023-09-25,Action Figure,Toys,East,7,19.99,15,118.94,CUST8417
ORD10511,2023-10-06,Running Shoes,Clothing,Central,4,89.99,0,359.96,CUST2785
ORD10512,2023-06-09,Wireless Earbuds,Electronics,East,8,79.99,25,479.94,CUST7660
ORD10513,2023-05-04,Fiction Bestseller,Books,East,4,14.99,25,44.97,CUST8591
ORD10514,2023-09-29,LEGO Set,Toys,East,2,49.99,0,99.98,CUST1660
ORD10515,2023-08-09,Action Figure,Toys,South,3,19.99,0,59.97,CUST6828
ORD10516,2024-02-10,Python Deep Dive,Books,South,5,39.99,10,179.96,CUST1509
ORD10517,2024-02-19,Stuffed Bear,Toys,North,9,14.99,5,128.16,CUST8570
ORD10518,2023-04-15,Board Game,Toys,North,2,34.99,0,69.98,CUST4641
ORD10519,2023-05-14,Jeans Classic,Clothing,Central,6,49.99,0,299.94,CUST5240
ORD10520,2023-03-18,Laptop Pro,Electronics,South,4,999.99,25,2999.97,CUST2506
ORD10521,2023-12-06,Laptop Pro,Electronics,South,8,999.99,0,7999.92,CUST8096
ORD10522,2024-02-09,Yoga Mat,Sports,South,7,29.99,20,167.94,CUST6799
ORD10523,2023-08-08,Casual T-Shirt,Clothing,South,5,19.99,25,74.96,CUST1567
ORD10524,2024-09-20,Cook Book,Books,West,4,24.99,10,89.96,CUST7750
ORD10525,2024-07-17,Yoga Mat,Sports,West,2,29.99,10,53.98,CUST3248
ORD10526,2024-03-05,Sneakers,Clothing,Central,9,69.99,5,598.41,CUST1319
ORD10527,2024-01-27,Remote Car,Toys,Central,6,39.99,25,179.95,CUST8940
ORD10528,2023-12-19,Cook Book,Books,East,6,24.99,20,119.95,CUST3946
ORD10529,2023-01-27,LED Lamp,Home & Garden,East,4,39.99,0,159.96,CUST1959
ORD10530,2024-04-28,Fiction Bestseller,Books,South,10,14.99,5,142.41,CUST2640
ORD10531,2023-09-11,Hair Serum,Beauty,South,5,24.99,0,124.95,CUST7363
ORD10532,2023-12-30,Board Game,Toys,Central,3,34.99,5,99.72,CUST6210
ORD10533,2024-12-15,LED Lamp,Home & Garden,Central,1,39.99,15,33.99,CUST3328
ORD10534,2024-07-30,Jeans Classic,Clothing,South,9,49.99,10,404.92,CUST9035
ORD10535,2023-02-08,Laptop Pro,Electronics,North,4,999.99,5,3799.96,CUST9625
ORD10536,2024-05-04,Smart Watch,Electronics,South,10,249.99,5,2374.91,CUST6582
ORD10537,2023-07-01,Action Figure,Toys,South,1,19.99,0,19.99,CUST3320
ORD10538,2023-04-24,Puzzle 1000,Toys,East,6,24.99,0,149.94,CUST7481
ORD10539,2024-08-23,Smart Watch,Electronics,South,5,249.99,15,1062.46,CUST3580
ORD10540,2024-03-23,Remote Car,Toys,South,8,39.99,15,271.93,CUST6846
ORD10541,2023-08-17,Perfume Set,Beauty,East,3,59.99,20,143.98,CUST5825
ORD10542,2023-05-11,Sneakers,Clothing,Central,1,69.99,20,55.99,CUST1530
ORD10543,2023-07-06,Fiction Bestseller,Books,Central,10,14.99,5,142.41,CUST2705
ORD10544,2024-05-23,Casual T-Shirt,Clothing,East,2,19.99,5,37.98,CUST6234
ORD10545,2023-06-21,Moisturizer SPF,Beauty,North,6,29.99,25,134.95,CUST5345
ORD10546,2023-08-03,Sneakers,Clothing,East,2,69.99,15,118.98,CUST2770
ORD10547,2023-01-02,Tablet 10,Electronics,South,8,449.99,20,2879.94,CUST7783
ORD10548,2024-05-19,Resistance Bands,Sports,North,9,19.99,20,143.93,CUST8855
ORD10549,2024-08-14,Nail Kit,Beauty,West,4,12.99,0,51.96,CUST2207
ORD10550,2023-02-04,Coffee Maker,Home & Garden,North,6,49.99,10,269.95,CUST2215
ORD10551,2023-12-17,Jeans Classic,Clothing,Central,3,49.99,0,149.97,CUST2525
ORD10552,2023-12-13,Cook Book,Books,West,8,24.99,0,199.92,CUST3703
ORD10553,2024-09-13,Dumbbell Set,Sports,East,1,59.99,0,59.99,CUST4367
ORD10554,2023-07-14,Jump Rope,Sports,East,9,12.99,10,105.22,CUST5872
ORD10555,2023-09-01,Laptop Pro,Electronics,South,7,999.99,25,5249.95,CUST1893
ORD10556,2024-01-05,Tablet 10,Electronics,Central,2,449.99,10,809.98,CUST8869
ORD10557,2023-07-24,Laptop Pro,Electronics,East,4,999.99,0,3999.96,CUST2342
ORD10558,2024-04-29,LEGO Set,Toys,West,5,49.99,20,199.96,CUST9013
ORD10559,2024-11-07,Coffee Maker,Home & Garden,South,9,49.99,20,359.93,CUST7078
ORD10560,2024-01-26,Air Purifier,Home & Garden,East,8,119.99,0,959.92,CUST8204
ORD10561,2024-04-21,Air Purifier,Home & Garden,South,5,119.99,0,599.95,CUST2584
ORD10562,2023-03-29,Lip Palette,Beauty,Central,9,19.99,20,143.93,CUST4727
ORD10563,2024-07-20,Tablet 10,Electronics,Central,9,449.99,20,3239.93,CUST8779
ORD10564,2024-08-09,Jeans Classic,Clothing,West,5,49.99,0,249.95,CUST1568
ORD10565,2024-05-29,Cook Book,Books,North,10,24.99,0,249.9,CUST8357
ORD10566,2023-06-27,Winter Jacket,Clothing,North,4,129.99,0,519.96,CUST7936
ORD10567,2023-03-22,Face Wash,Beauty,Central,4,14.99,0,59.96,CUST5225
ORD10568,2023-11-24,Moisturizer SPF,Beauty,Central,2,29.99,20,47.98,CUST7510
ORD10569,2024-07-19,Garden Hose,Home & Garden,North,9,34.99,25,236.18,CUST9561
ORD10570,2024-03-05,Tablet 10,Electronics,Central,3,449.99,0,1349.97,CUST2641
ORD10571,2023-04-19,Python Deep Dive,Books,West,5,39.99,15,169.96,CUST5327
ORD10572,2024-01-28,Face Wash,Beauty,North,10,14.99,25,112.43,CUST3821
ORD10573,2023-10-10,Dumbbell Set,Sports,North,10,59.99,20,479.92,CUST7484
ORD10574,2023-12-06,Hair Serum,Beauty,East,1,24.99,25,18.74,CUST7102
ORD10575,2023-01-21,Garden Hose,Home & Garden,West,5,34.99,10,157.46,CUST2609
ORD10576,2023-08-22,Casual T-Shirt,Clothing,East,8,19.99,15,135.93,CUST7828
ORD10577,2024-09-11,Moisturizer SPF,Beauty,South,4,29.99,25,89.97,CUST7671
ORD10578,2024-05-11,Puzzle 1000,Toys,Central,6,24.99,0,149.94,CUST3604
ORD10579,2023-03-09,Storage Bin,Home & Garden,South,9,14.99,20,107.93,CUST9589
ORD10580,2024-08-05,Wireless Earbuds,Electronics,North,4,79.99,5,303.96,CUST5087
ORD10581,2023-02-03,Yoga Mat,Sports,East,6,29.99,5,170.94,CUST7035
ORD10582,2024-04-20,History Atlas,Books,South,2,29.99,0,59.98,CUST7102
ORD10583,2024-05-15,History Atlas,Books,Central,3,29.99,25,67.48,CUST6730
ORD10584,2023-12-19,Casual T-Shirt,Clothing,North,2,19.99,10,35.98,CUST7333
ORD10585,2023-02-20,Dress Formal,Clothing,South,4,79.99,5,303.96,CUST4387
ORD10586,2023-10-03,Face Wash,Beauty,North,9,14.99,0,134.91,CUST8767
ORD10587,2023-05-16,Hair Serum,Beauty,South,10,24.99,0,249.9,CUST5135
ORD10588,2024-09-14,Action Figure,Toys,West,5,19.99,20,79.96,CUST6713
ORD10589,2024-04-15,Air Purifier,Home & Garden,Central,8,119.99,10,863.93,CUST7506
ORD10590,2024-08-21,Laptop Pro,Electronics,Central,9,999.99,15,7649.92,CUST5631
ORD10591,2023-11-02,Moisturizer SPF,Beauty,East,8,29.99,0,239.92,CUST5529
ORD10592,2024-10-17,Garden Hose,Home & Garden,South,5,34.99,10,157.46,CUST3456
ORD10593,2024-06-13,Board Game,Toys,East,1,34.99,20,27.99,CUST3292
ORD10594,2023-01-27,Face Wash,Beauty,West,5,14.99,10,67.45,CUST7628
ORD10595,2024-02-02,Moisturizer SPF,Beauty,East,10,29.99,5,284.9,CUST4643
ORD10596,2024-12-03,Self Help,Books,Central,8,19.99,15,135.93,CUST5918
ORD10597,2023-06-24,Remote Car,Toys,East,9,39.99,0,359.91,CUST2599
ORD10598,2024-04-27,Sneakers,Clothing,East,5,69.99,0,349.95,CUST2463
ORD10599,2023-08-16,Air Purifier,Home & Garden,East,5,119.99,20,479.96,CUST7089
ORD10600,2023-09-24,Fiction Bestseller,Books,West,8,14.99,0,119.92,CUST1879
ORD10601,2024-10-11,Cook Book,Books,West,10,24.99,0,249.9,CUST4187
ORD10602,2024-05-27,Webcam HD,Electronics,West,7,59.99,10,377.94,CUST1885
ORD10603,2023-06-04,Winter Jacket,Clothing,Central,6,129.99,20,623.95,CUST8496
ORD10604,2023-05-27,Storage Bin,Home & Garden,West,3,14.99,0,44.97,CUST6449
ORD10605,2024-10-08,Casual T-Shirt,Clothing,West,1,19.99,0,19.99,CUST5481
ORD10606,2023-08-03,Board Game,Toys,West,10,34.99,0,349.9,CUST2442
ORD10607,2023-05-13,History Atlas,Books,West,7,29.99,20,167.94,CUST8821
ORD10608,2024-01-28,Laptop Pro,Electronics,East,9,999.99,5,8549.91,CUST1230
ORD10609,2023-11-26,Puzzle 1000,Toys,North,4,24.99,0,99.96,CUST5076
ORD10610,2023-08-20,Lip Palette,Beauty,North,5,19.99,0,99.95,CUST7284
ORD10611,2024-05-30,Fiction Bestseller,Books,North,3,14.99,0,44.97,CUST5885
ORD10612,2023-10-25,Jump Rope,Sports,West,9,12.99,15,99.37,CUST3192
ORD10613,2023-12-17,Resistance Bands,Sports,West,4,19.99,0,79.96,CUST1313
